,T2M,RH2M,WS2M,ALLSKY_SFC_SW_DWN,Feel_Factor,,T2M: Air temperature at 2 meters (°C)
2/17/2020 9:00,4.71,71.83,3.72,427.17,5.482813650000001,,
2/17/2020 10:00,5.51,65.77,3.03,560.42,6.596502350000001,,
2/17/2020 11:00,6.19,63.1,2.05,629.12,7.466514500000001,,
2/17/2020 12:00,6.75,60.37,1.56,635.15,8.12722875,,
2/17/2020 13:00,7.13,60.89,1.42,580.28,8.43132385,,
2/17/2020 14:00,7.29,64.07,1.13,463.88,8.48880415,,
2/17/2020 15:00,7.25,64.57,0.88,325.85,8.48677125,,
2/17/2020 16:00,6.61,65.67,0.84,137.4,7.931750350000001,,
2/17/2020 17:00,5.51,70.55,1.13,8.6,6.740155250000001,,
2/17/2020 18:00,4.66,78.55,1.73,0,5.474874000000002,,
2/17/2020 19:00,4.16,81.39,2.75,0,4.668350700000001,,
2/17/2020 20:00,3.62,84.57,3.83,0,3.7773312000000017,,
2/17/2020 21:00,3.03,90.18,4.28,0,2.7934947,,
2/17/2020 22:00,2.92,91.37,4.61,0,2.5476447000000007,,
2/17/2020 23:00,2.91,89.48,4.83,0,2.614597400000001,,
2/18/2020 0:00,2.92,86.37,4.9,0,2.8080947000000007,,
2/18/2020 1:00,3.06,86.16,5.01,0,2.928812800000001,,
2/18/2020 2:00,3.46,86.86,5.24,0,3.2098608000000004,,
2/18/2020 3:00,3.83,87.43,5.49,0,3.4696704500000006,,
2/18/2020 4:00,4.12,87.21,5.54,0,3.742181100000001,,
2/18/2020 5:00,4.29,87.14,5.33,0,3.9461533000000006,,
2/18/2020 6:00,4.48,87.7,5.3,0,4.097853000000001,,
2/18/2020 7:00,4.96,87.63,5.03,30.9,4.603053900000001,,
2/18/2020 8:00,5.72,86.32,5.1,69.53,5.3606072000000005,,
2/18/2020 9:00,6.4,85.52,5.55,131.85,5.935084000000001,,
2/18/2020 10:00,6.85,86.77,5.4,202.12,6.32665225,,
2/18/2020 11:00,7.17,88.64,5.13,305.48,6.601978400000001,,
2/18/2020 12:00,7.5,90.28,4.79,248.02,6.91622,,
2/18/2020 13:00,7.92,91.24,4.51,329.8,7.335024400000001,,
2/18/2020 14:00,8.1,93,4.19,182.98,7.508400000000001,,
2/18/2020 15:00,7.98,95.35,3.57,126.72,7.432749000000001,,
2/18/2020 16:00,7.62,98.6,2.72,57.3,7.1289760000000015,,
2/18/2020 17:00,7.2,100,2,7.62,6.800000000000001,,
2/18/2020 18:00,7.17,100,1.61,0,6.848000000000001,,
2/18/2020 19:00,6.97,100,1.55,0,6.66,,
2/18/2020 20:00,6.57,100,1.75,0,6.2200000000000015,,
2/18/2020 21:00,6.41,100,2.01,0,6.008000000000001,,
2/18/2020 22:00,6.25,99.01,1.98,0,5.898921250000001,,
2/18/2020 23:00,6.18,98.18,2.46,0,5.7712832,,
2/19/2020 0:00,6.09,96.16,3.63,0,5.541619200000001,,
2/19/2020 1:00,5.72,91.28,4.46,0,5.2490888,,
2/19/2020 2:00,5.32,87.73,4.94,0,4.9515123,,
2/19/2020 3:00,5.02,87.03,4.59,0,4.7782558,,
2/19/2020 4:00,4.88,83.04,4.44,0,4.889353600000001,,
2/19/2020 5:00,4.66,78.85,5.26,0,4.752638000000001,,
2/19/2020 6:00,3.93,80.65,5.29,0,3.996912250000001,,
2/19/2020 7:00,4.04,79.7,5.16,89.15,4.175859000000001,,
2/19/2020 8:00,4.69,73.53,5.47,279.88,5.024188850000001,,
2/19/2020 9:00,5.1,68.31,5.69,455.17,5.600373,,
2/19/2020 10:00,5.58,66.1,5.8,582.55,6.083134000000001,,
2/19/2020 11:00,6.12,64.37,5.84,652.25,6.594186700000001,,
2/19/2020 12:00,6.57,62.75,5.87,666.65,7.02065875,,
2/19/2020 13:00,6.79,61.15,5.92,611.85,7.253434250000001,,
2/19/2020 14:00,6.67,60.18,6.06,495.65,7.1728483,,
2/19/2020 15:00,6.12,60.46,6.21,340.62,6.700398600000001,,
2/19/2020 16:00,5.13,63.33,6.02,156.62,5.815788450000001,,
2/19/2020 17:00,3.63,69.18,5.56,12,4.360573700000001,,
2/19/2020 18:00,2.56,72.46,5.31,0,3.306551800000001,,
2/19/2020 19:00,1.72,73.89,4.91,0,2.5732719,,
2/19/2020 20:00,1.22,73.14,4.48,0,2.2858544000000007,,
2/19/2020 21:00,1.05,72.54,4.18,0,2.2453535000000007,,
2/19/2020 22:00,0.82,72.99,4.05,0,2.042232400000001,,
2/19/2020 23:00,0.5,73.94,4.11,0,1.6846200000000007,,
2/20/2020 0:00,0.25,74.54,4.2,0,1.4054275000000007,,
2/20/2020 1:00,0.27,75.01,4.04,0,1.4178423500000006,,
2/20/2020 2:00,0.19,75.19,3.87,0,1.3686710500000014,,
2/20/2020 3:00,0,74.62,3.83,0,1.2580550000000006,,
2/20/2020 4:00,-0.15,74.22,3.83,0,1.1612235000000015,,
2/20/2020 5:00,-0.36,74.16,3.69,0,1.0139032000000014,,
2/20/2020 6:00,-0.65,73.98,3.75,0,0.7681165000000014,,
2/20/2020 7:00,-0.32,69.53,4.1,52.47,1.343609700000001,,
2/20/2020 8:00,-0.09,63.33,4.25,196.62,2.002584150000001,,
2/20/2020 9:00,0.13,59.04,3.99,279.52,2.569273600000001,,
2/20/2020 10:00,0.49,56.2,3.68,362.33,3.1290090000000004,,
2/20/2020 11:00,0.89,54.59,3.5,312.5,3.5891655500000006,,
2/20/2020 12:00,1.17,53.44,3.3,348.65,3.923546400000001,,
2/20/2020 13:00,1.42,53.67,3.42,354.12,4.068980200000001,,
2/20/2020 14:00,1.58,54.72,3.51,298.2,4.095596800000001,,
2/20/2020 15:00,1.6,56.8,3.46,200.82,3.973040000000001,,
2/20/2020 16:00,1.35,61.23,3.33,77.68,3.4880402500000014,,
2/20/2020 17:00,0.95,64.55,3.66,10.35,2.8599112500000006,,
2/20/2020 18:00,0.68,66.64,4.28,0,2.3596936000000017,,
2/20/2020 19:00,0.3,68,5.12,0,1.7752000000000003,,
2/20/2020 20:00,-0.24,69.53,5.92,0,1.046202900000001,,
2/20/2020 21:00,-0.93,71.88,6.43,0,0.17040380000000077,,
2/20/2020 22:00,-1.45,74.15,6.7,0,-0.52230875,,
2/20/2020 23:00,-2.02,75.23,6.84,0,-1.1373978,,
2/21/2020 0:00,-2.6,75.62,7,0,-1.707061,,
2/21/2020 1:00,-3.12,75.13,7.11,0,-2.1318483,,
2/21/2020 2:00,-3.49,74.95,7.09,0,-2.42942775,,
2/21/2020 3:00,-3.67,75.35,6.99,0,-2.60460225,,
2/21/2020 4:00,-3.76,76.32,6.83,0,-2.7478176,,
2/21/2020 5:00,-3.88,76.75,6.75,0,-2.8796575,,
2/21/2020 6:00,-4.01,77.65,6.75,0,-3.08465825,,
2/21/2020 7:00,-3.83,76.15,7,104.65,-2.82556225,,
2/21/2020 8:00,-3.41,73.53,6.9,298.25,-2.18257265,,
2/21/2020 9:00,-2.82,70.66,6.31,474.62,-1.2870716,,
2/21/2020 10:00,-2.13,66.36,5.5,608.17,-0.1531174,,
2/21/2020 11:00,-1.45,62.07,4.64,682.7,0.9494092500000006,,
2/21/2020 12:00,-0.88,57.71,3.78,692.62,1.9413111000000012,,
2/21/2020 13:00,-0.43,53.32,2.96,635.58,2.811128200000001,,
2/21/2020 14:00,-0.11,49.45,2.19,520.83,3.51394525,,
2/21/2020 15:00,0.08,46.83,1.66,359.83,3.964912700000001,,
2/21/2020 16:00,0.11,52.89,1.45,173.2,3.5485209500000012,,
2/21/2020 17:00,-0.11,51.61,1.77,16.65,3.424378450000001,,
2/21/2020 18:00,0,54.37,2.19,0,3.2009925000000004,,
2/21/2020 19:00,0.19,57.33,2.73,0,3.002342350000001,,
2/21/2020 20:00,0.4,60.11,3.42,0,2.8094695000000005,,
2/21/2020 21:00,0.54,62.85,4.13,0,2.5663770000000006,,
2/21/2020 22:00,0.47,66.52,4.58,0,2.1374842000000007,,
2/21/2020 23:00,0.33,69.54,4.77,0,1.7499001000000003,,
2/22/2020 0:00,0.21,71.71,4.94,0,1.445452550000001,,
2/22/2020 1:00,0.11,73.27,5.19,0,1.187545850000001,,
2/22/2020 2:00,0,74.63,5.34,0,0.955257500000001,,
2/22/2020 3:00,-0.14,76.03,5.32,0,0.7260644000000007,,
2/22/2020 4:00,-0.24,77.21,5.24,0,0.5595853000000015,,
2/22/2020 5:00,-0.32,77.45,5.21,0,0.4760505000000006,,
2/22/2020 6:00,-0.38,77.56,5.22,0,0.4124896000000007,,
2/22/2020 7:00,0.17,75.05,5.42,108.53,1.0524342500000015,,
2/22/2020 8:00,1.04,69.22,5.58,302.2,2.202643400000001,,
2/22/2020 9:00,1.95,65.05,5.35,480.65,3.292423750000001,,
2/22/2020 10:00,2.98,60.85,4.92,613.78,4.4765440000000005,,
2/22/2020 11:00,4.1,57.19,4.73,681.25,5.602732000000001,,
2/22/2020 12:00,5.2,54.57,4.72,690.42,6.579744500000001,,
2/22/2020 13:00,6.14,54.36,4.63,632,7.3125272,,
2/22/2020 14:00,6.76,56.7,4.35,509.15,7.733280999999999,,
2/22/2020 15:00,6.76,62.32,3.87,355.17,7.5900376,,
2/22/2020 16:00,5.74,67.94,3.85,174.77,6.514650800000002,,
2/22/2020 17:00,4.53,69.1,4.36,17.48,5.352401500000001,,
2/22/2020 18:00,4.14,70.46,4.74,0,4.8751892,,
2/22/2020 19:00,3.69,73.36,4.84,0,4.305881200000001,,
2/22/2020 20:00,3.23,76.84,4.89,0,3.687572600000001,,
2/22/2020 21:00,2.79,79.93,4.82,0,3.11860835,,
2/22/2020 22:00,2.41,82.33,4.63,0,2.658966650000001,,
2/22/2020 23:00,2.08,84.03,4.33,0,2.3049107000000006,,
2/23/2020 0:00,1.81,85.9,4,0,1.9941095000000006,,
2/23/2020 1:00,1.6,87.2,3.71,0,1.766160000000001,,
2/23/2020 2:00,1.46,87.83,3.51,0,1.630832400000001,,
2/23/2020 3:00,1.4,87.75,3.4,0,1.6026125000000007,,
2/23/2020 4:00,1.35,87.13,3.31,0,1.6188227500000014,,
2/23/2020 5:00,1.31,86.2,3.27,0,1.657121000000001,,
2/23/2020 6:00,1.32,85.42,3.21,0,1.7349042000000003,,
2/23/2020 7:00,2.32,82.02,3.26,106.3,2.872480200000001,,
2/23/2020 8:00,3.3,77.56,3.25,290.7,4.032304,,
2/23/2020 9:00,4.59,75.24,3.18,465.23,5.303543800000001,,
2/23/2020 10:00,6.2,69.48,3.17,596.55,6.959238000000001,,
2/23/2020 11:00,7.22,63.45,3.36,675.92,8.011462,,
2/23/2020 12:00,7.72,62.36,3.59,686.17,8.4055956,,
2/23/2020 13:00,8.04,62.19,3.75,632.12,8.6333893,,
2/23/2020 14:00,8.16,63.02,3.79,513.9,8.6914926,,
2/23/2020 15:00,7.88,67.6,3.62,349.12,8.335684,,
2/23/2020 16:00,6.68,73.19,3.55,166.93,7.1230981,,
2/23/2020 17:00,5.37,74.84,3.86,17.17,5.8614094,,
2/23/2020 18:00,4.99,76.3,4.28,0,5.373628500000001,,
2/23/2020 19:00,4.61,77.97,4.56,0,4.896321850000001,,
2/23/2020 20:00,4.14,79.59,4.52,0,4.3989618,,
2/23/2020 21:00,3.68,81.99,4.33,0,3.8857751000000014,,
2/23/2020 22:00,3.33,85.91,4.14,0,3.367619150000001,,
2/23/2020 23:00,3.06,90.96,4.01,0,2.826796800000001,,
2/24/2020 0:00,2.79,95.75,3.71,0,2.3217212500000004,,
2/24/2020 1:00,2.67,99.2,3.39,0,2.0440520000000006,,
2/24/2020 2:00,2.69,100,3,0,2.090000000000001,,
2/24/2020 3:00,2.83,100,2.45,0,2.340000000000001,,
2/24/2020 4:00,3,100,1.74,0,2.6520000000000015,,
2/24/2020 5:00,3.2,99.06,1.25,0,3.0084210000000016,,
2/24/2020 6:00,3.41,98.85,1.23,0,3.2341442500000017,,
2/24/2020 7:00,4.24,96.78,1.45,112.18,4.131704600000002,,
2/24/2020 8:00,5.22,93.85,1.71,288.85,5.191896000000001,,
2/24/2020 9:00,6.24,91.51,1.67,454.4,6.291700700000001,,
2/24/2020 10:00,7.18,88.48,1.57,575.9,7.3297951999999995,,
2/24/2020 11:00,7.88,84.79,1.62,638.7,8.1097961,,
2/24/2020 12:00,8.39,81.83,2.1,588.33,8.580602850000002,,
2/24/2020 13:00,8.62,81.39,2.77,537.12,8.6678474,,
2/24/2020 14:00,8.76,80.72,3.14,351.55,8.7406696,,
2/24/2020 15:00,8.21,85.54,3.19,222.32,8.072243700000001,,
2/24/2020 16:00,7.29,90.59,3.31,102.43,7.001153550000001,,
2/24/2020 17:00,6.65,92.33,3.48,11.7,6.285152250000001,,
2/24/2020 18:00,6.2,94.04,3.56,0,5.760074,,
2/24/2020 19:00,5.53,97.95,3.72,0,4.887136750000001,,
2/24/2020 20:00,5.23,100,3.85,0,4.460000000000001,,
2/24/2020 21:00,5.28,99.46,4.22,0,4.4633834000000014,,
2/24/2020 22:00,5.38,98.21,4.37,0,4.5957864000000015,,
2/24/2020 23:00,5.48,97.49,3.95,0,4.814521100000001,,
2/25/2020 0:00,5.62,96.87,3.56,0,5.060869200000001,,
2/25/2020 1:00,5.71,96.76,3.53,0,5.1606378,,
2/25/2020 2:00,5.71,97.24,3.37,0,5.1694322,,
2/25/2020 3:00,5.83,97.31,3.44,0,5.270272650000002,,
2/25/2020 4:00,5.75,98.21,2.92,0,5.252143750000001,,
2/25/2020 5:00,5.61,98.78,2.37,0,5.195651900000001,,
2/25/2020 6:00,5.53,99.12,1.92,0,5.189414800000001,,
2/25/2020 7:00,5.75,98.16,1.77,24.45,5.484550000000001,,
2/25/2020 8:00,6,97.36,1.71,89.75,5.781420000000002,,
2/25/2020 9:00,6.26,96.63,1.25,173.02,6.162728400000001,,
2/25/2020 10:00,6.64,95.94,0.97,212.98,6.621513800000001,,
2/25/2020 11:00,7.32,93.59,1.16,133.95,7.3411309000000005,,
2/25/2020 12:00,7.89,91.18,1.51,164.1,7.9086511,,
2/25/2020 13:00,7.8,91.82,1.73,166.8,7.755433,,
2/25/2020 14:00,7.62,93.08,1.87,126.97,7.507852800000001,,
2/25/2020 15:00,7.36,94.75,1.78,133.62,7.210167500000001,,
2/25/2020 16:00,7.01,96.91,1.48,23.8,6.84129255,,
2/25/2020 17:00,6.54,98.14,1.2,11.4,6.3814308,,
2/25/2020 18:00,6.27,98.68,1.23,0,6.0837498,,
2/25/2020 19:00,6.09,99.1,1.41,0,5.849629500000001,,
2/25/2020 20:00,6.06,98.97,1.65,0,5.7778126,,
2/25/2020 21:00,6.02,98.89,1.88,0,5.6957704,,
2/25/2020 22:00,5.96,99.11,2.02,0,5.597803300000001,,
2/25/2020 23:00,5.95,98.99,2.06,0,5.585495250000001,,
2/26/2020 0:00,5.97,98.69,2.06,0,5.619458650000001,,
2/26/2020 1:00,5.92,98.7,2.04,0,5.573347,,
2/26/2020 2:00,5.74,99.07,2.01,0,5.382807400000001,,
2/26/2020 3:00,5.46,99.78,2.06,0,5.058938400000001,,
2/26/2020 4:00,5.29,99.9,2.21,0,4.8530655000000005,,
2/26/2020 5:00,5.18,99.59,2.46,0,4.7090166,,
2/26/2020 6:00,5.19,99.38,2.63,0,4.695747100000002,,
2/26/2020 7:00,5.58,97.88,2.71,76.18,5.142007200000001,,
2/26/2020 8:00,5.97,97.41,2.4,158.2,5.611509850000001,,
2/26/2020 9:00,6.56,96.38,2.29,123.82,6.2600854,,
2/26/2020 10:00,6.99,95.02,2.4,162.43,6.715698900000001,,
2/26/2020 11:00,7.23,94.07,2.41,207.43,6.98511105,,
2/26/2020 12:00,7.33,93.68,2.44,147.93,7.091229200000001,,
2/26/2020 13:00,7.43,93.28,2.76,106.32,7.139307200000001,,
2/26/2020 14:00,7.51,92.7,3.37,127.2,7.116648499999999,,
2/26/2020 15:00,7.45,92.57,3.86,60.38,6.966098250000001,,
2/26/2020 16:00,7.18,93.33,4.08,25.48,6.6325342,,
2/26/2020 17:00,6.83,94.58,4.57,10.18,6.1446427,,
2/26/2020 18:00,6.58,95.68,4.86,0,5.7961792,,
2/26/2020 19:00,6.38,96.42,5.16,0,5.507882800000001,,
2/26/2020 20:00,6.22,96.89,5.39,0,5.2836294,,
2/26/2020 21:00,6.06,96.96,6.08,0,4.9851168,,
2/26/2020 22:00,5.83,97,7.46,0,4.4810550000000005,,
2/26/2020 23:00,6.01,95.54,8.58,0,4.5022597,,
2/27/2020 0:00,6.33,95.95,9.08,0,4.69598675,,
2/27/2020 1:00,7.24,97.24,8.1,0,5.7302068,,
2/27/2020 2:00,8.2,98.39,5.83,0,7.089786499999999,,
2/27/2020 3:00,8.64,98.2,5.93,0,7.512014000000001,,
2/27/2020 4:00,8.52,96.16,7.4,0,7.1662976,,
2/27/2020 5:00,7.03,91.39,9.03,0,5.577741850000001,,
2/27/2020 6:00,5.21,87.14,10.27,2.2,3.813081700000001,,
2/27/2020 7:00,4.51,82.61,10.48,77.18,3.3694935500000005,,
2/27/2020 8:00,4.45,75.87,10.77,218.4,3.629785750000001,,
2/27/2020 9:00,4.24,69.55,10.76,375.33,3.8062935000000016,,
2/27/2020 10:00,3.87,66.06,10.66,531.03,3.7223021000000007,,
2/27/2020 11:00,3.57,64.06,10.56,563.55,3.6185331000000005,,
2/27/2020 12:00,3.8,62.25,10.4,549.28,3.9415875000000007,,
2/27/2020 13:00,4.23,60.62,10.23,588.42,4.408379300000001,,
2/27/2020 14:00,4.29,59.25,10.25,535.95,4.528316250000001,,
2/27/2020 15:00,3.91,58.35,10.1,387.12,4.315904250000001,,
2/27/2020 16:00,3.39,58.54,9.84,181,3.955413300000001,,
2/27/2020 17:00,2.48,61.21,9.99,24.15,3.0464069,,
2/27/2020 18:00,1.57,62.83,10.12,0,2.1893445500000013,,
2/27/2020 19:00,0.93,64.62,9.57,0,1.6565863000000007,,
2/27/2020 20:00,0.69,65.79,9.26,0,1.43642055,,
2/27/2020 21:00,0.61,66.46,9.09,0,1.3542883000000012,,
2/27/2020 22:00,0.38,69.14,8.69,0,1.0385876000000005,,
2/27/2020 23:00,0.2,70.83,8.41,0,0.8122205000000007,,
2/28/2020 0:00,0.02,73.09,8.23,0,0.5171124000000009,,
2/28/2020 1:00,-0.13,75.08,8.02,0,0.2711878000000012,,
2/28/2020 2:00,-0.21,75.87,8.29,0,0.08423765000000061,,
2/28/2020 3:00,-0.21,75.61,8.18,0,0.12727295000000116,,
2/28/2020 4:00,-0.28,74.17,8.01,0,0.21772070000000054,,
2/28/2020 5:00,-0.36,72.77,7.88,0,0.28950790000000115,,
2/28/2020 6:00,-0.39,72.44,7.72,4.93,0.3230262000000015,,
2/28/2020 7:00,0.09,69.98,8.04,96.95,0.8612351000000007,,
2/28/2020 8:00,0.62,68.38,8.3,261.17,1.373870800000001,,
2/28/2020 9:00,1.2,68.23,8.05,416.83,1.9139755000000003,,
2/28/2020 10:00,2.01,67.55,7.99,526.22,2.6411527500000007,,
2/28/2020 11:00,2.73,65.2,8.06,593.28,3.3707780000000005,,
2/28/2020 12:00,3.28,63.07,8.12,482.73,3.9349503000000006,,
2/28/2020 13:00,3.66,61.56,8.03,497.62,4.345792800000001,,
2/28/2020 14:00,3.91,61.07,7.91,408.02,4.595477850000001,,
2/28/2020 15:00,3.97,61.21,7.62,270.38,4.6925228500000005,,
2/28/2020 16:00,3.78,63.27,6.92,140.5,4.561600800000001,,
2/28/2020 17:00,3.02,68.71,5.85,22.55,3.8256506000000012,,
2/28/2020 18:00,2.79,71.38,5.27,0,3.5792711000000015,,
2/28/2020 19:00,2.44,73.4,5.01,0,3.2023780000000004,,
2/28/2020 20:00,2.17,75.29,4.95,0,2.8557086500000004,,
2/28/2020 21:00,1.88,75.72,4.89,0,2.5872748000000003,,
2/28/2020 22:00,1.53,75.51,4.78,0,2.320994150000001,,
2/28/2020 23:00,1.1,75.67,4.82,0,1.9291210000000012,,
2/29/2020 0:00,0.66,76.36,5,0,1.459476800000001,,
2/29/2020 1:00,0.3,74.75,5.32,0,1.208025000000001,,
2/29/2020 2:00,-0.04,70.8,5.76,0,1.143124000000001,,
2/29/2020 3:00,-0.48,70.67,5.74,0,0.7884987000000008,,
2/29/2020 4:00,-0.86,71.24,5.48,0,0.47364480000000153,,
2/29/2020 5:00,-1.09,72.34,5.21,0,0.2397067000000006,,
2/29/2020 6:00,-1.01,72.74,5.21,5.8,0.27341430000000155,,
2/29/2020 7:00,-0.43,69.9,5.81,107.07,0.8796615000000005,,
2/29/2020 8:00,-0.21,68.92,6.18,308.35,1.068527400000001,,
2/29/2020 9:00,-0.05,68.28,6.3,476.58,1.2283930000000012,,
2/29/2020 10:00,0.11,67.96,6.27,591.92,1.3918058000000015,,
2/29/2020 11:00,0.46,66.75,6.29,421.65,1.7695650000000005,,
2/29/2020 12:00,0.89,64.69,6.47,447.45,2.239130050000001,,
2/29/2020 13:00,1.22,62.91,6.69,390.55,2.5910536000000013,,
2/29/2020 14:00,1.35,61.86,6.97,370.88,2.7144755000000007,,
2/29/2020 15:00,1.23,62.2,7.21,251.48,2.546833,,
2/29/2020 16:00,0.75,63.7,7.34,126.55,2.0271875000000006,,
2/29/2020 17:00,-0.04,66.23,7.18,25.23,1.2245869000000003,,
2/29/2020 18:00,-0.59,68.83,6.94,0,0.6089541500000009,,
2/29/2020 19:00,-1.13,71.17,6.77,0,-0.00562905,,
2/29/2020 20:00,-1.58,73.03,6.74,0,-0.5427732,,
2/29/2020 21:00,-1.95,74.11,6.68,0,-0.94360225,,
2/29/2020 22:00,-2.15,74.44,6.51,0,-1.111343,,
2/29/2020 23:00,-2.32,75.2,6.43,0,-1.311752,,
3/1/2020 0:00,-2.47,76.51,6.37,0,-1.55156085,,
3/1/2020 1:00,-2.52,76.87,6.43,0,-1.6408007,,
3/1/2020 2:00,-2.48,77.29,6.42,0,-1.6431131,,
3/1/2020 3:00,-2.27,76.6,6.31,0,-1.373701,,
3/1/2020 4:00,-2.08,76.38,5.87,0,-1.1000922,,
3/1/2020 5:00,-1.88,75.77,5.7,0,-0.8371193,,
3/1/2020 6:00,-1.73,75.79,5.74,7.7,-0.71689435,,
3/1/2020 7:00,-1.15,72.84,6.23,141.18,-0.058203,,
3/1/2020 8:00,-0.56,70.78,6.29,330.77,0.6022926000000011,,
3/1/2020 9:00,0.32,67.86,6.13,506.3,1.600598600000001,,
3/1/2020 10:00,1.27,64.8,5.91,613.9,2.6493280000000015,,
3/1/2020 11:00,2.17,62.11,5.6,713.05,3.6195103500000005,,
3/1/2020 12:00,3.03,59.89,5.45,730.7,4.470339350000001,,
3/1/2020 13:00,3.85,58.11,5.44,672,5.215706750000001,,
3/1/2020 14:00,4.49,57.29,5.39,553.55,5.763399050000001,,
3/1/2020 15:00,4.87,58.62,5.15,391.98,6.0316917000000005,,
3/1/2020 16:00,4.63,63.47,4.53,200.65,5.707031050000001,,
3/1/2020 17:00,3.4,67.78,4.2,29.67,4.527031000000001,,
3/1/2020 18:00,3.03,70.69,3.83,0,4.113021350000001,,
3/1/2020 19:00,2.88,72.77,3.36,0,3.948269300000001,,
3/1/2020 20:00,2.89,73.16,2.91,0,4.021868200000001,,
3/1/2020 21:00,3.01,72.32,2.47,0,4.265237600000001,,
3/1/2020 22:00,2.91,73.48,2.42,0,4.116517400000001,,
3/1/2020 23:00,2.81,75.54,2.66,0,3.850655700000001,,
3/2/2020 0:00,2.81,77.73,2.75,0,3.691849650000001,,
3/2/2020 1:00,2.91,80.42,3.07,0,3.5441271000000008,,
3/2/2020 2:00,3.08,83.26,3.52,0,3.4274394000000004,,
3/2/2020 3:00,3.14,86.07,3.77,0,3.2563464000000013,,
3/2/2020 4:00,3.39,87.23,4.06,0,3.358310850000001,,
3/2/2020 5:00,3.78,88.06,4.57,0,3.5699824000000002,,
3/2/2020 6:00,4.3,88.76,5.12,6.32,3.9065640000000004,,
3/2/2020 7:00,5.67,86.68,5.74,92.35,5.1688858,,
3/2/2020 8:00,6.57,87.1,5.91,282.92,5.950633500000001,,
3/2/2020 9:00,7.16,85.85,6.02,447.55,6.527235500000001,,
3/2/2020 10:00,7.64,84.24,5.73,531.38,7.088624800000001,,
3/2/2020 11:00,8.18,81.86,5.82,672.25,7.6465464,,
3/2/2020 12:00,8.74,80,6.17,687.3,8.139600000000002,,
3/2/2020 13:00,9.2,78.43,6.24,631.78,8.580765499999998,,
3/2/2020 14:00,9.33,78.48,6.11,444.4,8.7199212,,
3/2/2020 15:00,8.88,82.52,6.16,304.35,8.1883068,,
3/2/2020 16:00,8.07,86.99,6.44,144.77,7.242098650000001,,
3/2/2020 17:00,7.54,87.86,6.75,17.25,6.654719200000001,,
3/2/2020 18:00,8.21,82.49,7.55,0,7.305758450000001,,
3/2/2020 19:00,8.63,79.72,7.36,0,7.8127398,,
3/2/2020 20:00,8.62,81.2,7.44,0,7.739992,,
3/2/2020 21:00,8.44,85.25,7.32,0,7.467617499999999,,
3/2/2020 22:00,8.35,88.23,7.07,0,7.33412025,,
3/2/2020 23:00,8.36,89.03,6.75,0,7.3804569,,
3/3/2020 0:00,8.34,90.18,6.15,0,7.4427015999999995,,
3/3/2020 1:00,7.99,92.94,4.71,0,7.300783300000001,,
3/3/2020 2:00,7.67,94.96,3.59,0,7.1413276,,
3/3/2020 3:00,7.41,96.02,3.18,0,6.929200100000001,,
3/3/2020 4:00,7.38,95.78,3.52,0,6.841255200000001,,
3/3/2020 5:00,6.95,97.38,3.22,0,6.414795500000001,,
3/3/2020 6:00,6.58,98.53,2.33,6.38,6.178033200000001,,
3/3/2020 7:00,7.38,95.91,1.76,105.9,7.1881644,,
3/3/2020 8:00,8.05,94.15,1.46,248.8,7.965528750000001,,
3/3/2020 9:00,8.96,91,1.4,351.4,8.954230000000003,,
3/3/2020 10:00,9.94,85.67,2.09,305.4,9.8813964,,
3/3/2020 11:00,10.06,85.19,3.08,256.7,9.805660200000002,,
3/3/2020 12:00,9.93,86.23,3.48,257.08,9.58010895,,
3/3/2020 13:00,9.46,87.9,3.93,71.72,9.009412000000001,,
3/3/2020 14:00,8.62,90.78,4.82,71.88,7.954174799999999,,
3/3/2020 15:00,7.72,93.95,5.73,42.53,6.7996045,,
3/3/2020 16:00,7.11,95.63,6.21,13.65,6.0456186500000015,,
3/3/2020 17:00,7.46,96.07,7.01,15.95,6.210169600000001,,
3/3/2020 18:00,8.26,96.45,6.76,0,7.0298359999999995,,
3/3/2020 19:00,8.59,97.82,5.9,0,7.4808609000000015,,
3/3/2020 20:00,8.59,99.34,4.8,0,7.651453300000001,,
3/3/2020 21:00,8.53,99.54,3.88,0,7.7691041,,
3/3/2020 22:00,9.22,96.81,5.44,0,8.224637600000001,,
3/3/2020 23:00,9.29,88.76,6.97,0,8.2180822,,
3/4/2020 0:00,8.42,84.83,6.33,0,7.661284800000001,,
3/4/2020 1:00,7.54,84.19,7.09,0,6.7272068,,
3/4/2020 2:00,6.67,83.91,6.9,0,5.98291585,,
3/4/2020 3:00,6.14,84.42,6.44,0,5.5683684,,
3/4/2020 4:00,5.75,86.64,5.84,0,5.224950000000001,,
3/4/2020 5:00,5.53,88.39,5.81,0,4.940779350000001,,
3/4/2020 6:00,5.64,87.45,6.33,10.1,4.9855615,,
3/4/2020 7:00,6.4,84.74,6.91,140.52,5.697833000000001,,
3/4/2020 8:00,7.29,79.01,7.63,338.92,6.59635845,,
3/4/2020 9:00,7.75,67.9,8.44,515.95,7.2537125,,
3/4/2020 10:00,8.05,62.79,8.26,653.2,7.7180247500000005,,
3/4/2020 11:00,8.52,60.23,7.69,696.38,8.2900353,,
3/4/2020 12:00,9.01,59.79,6.94,734.78,8.83614095,,
3/4/2020 13:00,9.4,60.39,6.05,676.62,9.301060500000002,,
3/4/2020 14:00,9.66,61.75,5.22,522.95,9.634215,,
