period,duoarea,area-name,product,product-name,process,process-name,series,series-description,value,units
2002-12,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.48,$/MCF
2002-11,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),10.08,$/MCF
2002-10,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),11.84,$/MCF
2002-09,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),13.21,$/MCF
2002-08,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),13.18,$/MCF
2002-07,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),13.04,$/MCF
2002-06,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),11.66,$/MCF
2002-05,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.96,$/MCF
2002-04,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.34,$/MCF
2002-03,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.17,$/MCF
2002-02,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),8.65,$/MCF
2002-01,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.35,$/MCF
2001-12,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),10.89,$/MCF
2001-11,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),11.16,$/MCF
2001-10,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),11.57,$/MCF
2001-09,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),13.14,$/MCF
2001-08,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),14.41,$/MCF
2001-07,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),14.25,$/MCF
2001-06,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),13.84,$/MCF
2001-05,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),13.5,$/MCF
2001-04,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),11.43,$/MCF
2001-03,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),10.53,$/MCF
2001-02,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),11.24,$/MCF
2001-01,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),12.47,$/MCF
2000-12,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.02,$/MCF
2000-11,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),10.16,$/MCF
2000-10,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),12.15,$/MCF
2000-09,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),15.05,$/MCF
2000-08,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),14.68,$/MCF
2000-07,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),14.81,$/MCF
2000-06,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),13.3,$/MCF
2000-05,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),11.66,$/MCF
2000-04,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.82,$/MCF
2000-03,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.55,$/MCF
2000-02,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),8.49,$/MCF
2000-01,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),7.97,$/MCF
1999-12,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.01,$/MCF
1999-11,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.66,$/MCF
1999-10,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),10.29,$/MCF
1999-09,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),11.93,$/MCF
1999-08,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),12.01,$/MCF
1999-07,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),12.65,$/MCF
1999-06,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),11.79,$/MCF
1999-05,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),10.1,$/MCF
1999-04,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),8.74,$/MCF
1999-03,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),8.05,$/MCF
1999-02,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),8.49,$/MCF
1999-01,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),8.21,$/MCF
1998-12,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.3,$/MCF
1998-11,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.5,$/MCF
1998-10,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),11.62,$/MCF
1998-09,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),12.66,$/MCF
1998-08,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),13.24,$/MCF
1998-07,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),7.08,$/MCF
1998-06,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),11.99,$/MCF
1998-05,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),10.73,$/MCF
1998-04,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.56,$/MCF
1998-03,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),8.9,$/MCF
1998-02,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.09,$/MCF
1998-01,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.17,$/MCF
1997-12,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.34,$/MCF
1997-11,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.93,$/MCF
1997-10,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),11.38,$/MCF
1997-09,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),12.59,$/MCF
1997-08,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),11.62,$/MCF
1997-07,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),12.7,$/MCF
1997-06,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),10.83,$/MCF
1997-05,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.01,$/MCF
1997-04,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),8.51,$/MCF
1997-03,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),8.86,$/MCF
1997-02,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.55,$/MCF
1997-01,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.88,$/MCF
1996-12,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),,$/MCF
1996-11,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),,$/MCF
1996-10,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),,$/MCF
1996-09,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),,$/MCF
1996-08,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),,$/MCF
1996-07,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),11.08,$/MCF
1996-06,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),10.03,$/MCF
1996-05,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),8.8,$/MCF
1996-04,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),8.39,$/MCF
1996-03,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),8.12,$/MCF
1996-02,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),8.22,$/MCF
1996-01,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),8.01,$/MCF
1995-12,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),7.77,$/MCF
1995-11,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),8.7,$/MCF
1995-10,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),11.09,$/MCF
1995-09,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),11.81,$/MCF
1995-08,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),12,$/MCF
1995-07,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),11.64,$/MCF
1995-06,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),10.2,$/MCF
1995-05,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),8.7,$/MCF
1995-04,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),7.88,$/MCF
1995-03,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),7.66,$/MCF
1995-02,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),7.66,$/MCF
1995-01,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),8.1,$/MCF
1994-12,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),8.64,$/MCF
1994-11,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.36,$/MCF
1994-10,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.7,$/MCF
1994-09,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),11.42,$/MCF
1994-08,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),12,$/MCF
1994-07,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),11.64,$/MCF
1994-06,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),10.64,$/MCF
1994-05,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.2,$/MCF
1994-04,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),8.87,$/MCF
1994-03,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),8.33,$/MCF
1994-02,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),7.99,$/MCF
1994-01,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),7.69,$/MCF
1993-12,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),8.43,$/MCF
1993-11,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),8.38,$/MCF
1993-10,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.33,$/MCF
1993-09,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),10.88,$/MCF
1993-08,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),11.43,$/MCF
1993-07,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),10.95,$/MCF
1993-06,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.83,$/MCF
1993-05,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.17,$/MCF
1993-04,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),7.71,$/MCF
1993-03,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),7.14,$/MCF
1993-02,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),7.2,$/MCF
1993-01,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),7.57,$/MCF
1992-12,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),7.74,$/MCF
1992-11,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),8.68,$/MCF
1992-10,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),8.62,$/MCF
1992-09,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.92,$/MCF
1992-08,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),10.28,$/MCF
1992-07,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.7,$/MCF
1992-06,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),8.7,$/MCF
1992-05,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),7.4,$/MCF
1992-04,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),6.79,$/MCF
1992-03,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),6.89,$/MCF
1992-02,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),6.83,$/MCF
1992-01,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),7.1,$/MCF
1991-12,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),7.14,$/MCF
